REFERENCNECISLO;POHLAVIE;VEK;STAVDOKLADU;DANCELKOM;UHRADENACIASTKA;UHRADENACIASTKADOSPLATNOSTI;UHRADENACIASTKAPOSPLATNOSTI;ZOSTAVAUHRADIT;CISLOSPRAVKYNE;INTERVENCIA;PRIZNANIE2021A
300;zena;77;P;28.0800;28.0800;28.0800;0.0000;0.0000;19;Export DZN B;0
301;zena;68;P;81.5200;81.5200;81.5200;0.0000;0.0000;19;Export DZN B;0
302;zena;57;P;130.4000;130.4000;130.4000;0.0000;0.0000;19;Export DZN B;0
303;zena;75;Z;27.0000;18.0000;18.0000;0.0000;9.0000;19;Export DZN B;0
304;zena;61;P;47.7000;47.7000;47.7000;0.0000;0.0000;19;Export DZN B;0
305;muz;75;P;26.6400;26.6400;26.6400;0.0000;0.0000;19;Export DZN B;0
306;zena;52;P;148.2900;148.2900;148.2900;0.0000;0.0000;19;Export DZN B;0
307;muz;68;P;51.1200;51.1200;51.1200;0.0000;0.0000;19;Export DZN B;0
308;muz;45;P;214.8500;214.8500;214.8500;0.0000;0.0000;19;Export DZN B;0
309;zena;48;P;721.4200;721.4200;721.4200;0.0000;0.0000;19;Export DZN B;0
310;zena;48;Z;55.8000;37.2000;37.2000;0.0000;18.6000;19;Export DZN B;0
311;muz;53;P;60.3000;60.3000;60.3000;0.0000;0.0000;19;Export DZN B;0
312;muz;50;P;68.4000;68.4000;68.4000;0.0000;0.0000;19;Export DZN B;0
313;muz;61;P;96.0100;96.0100;96.0100;0.0000;0.0000;19;Export DZN B;0
314;muz;51;P;32.4000;32.4000;32.4000;0.0000;0.0000;19;Export DZN B;0
315;zena;39;P;27.7400;27.7400;27.7400;0.0000;0.0000;19;Export DZN B;0
316;zena;70;P;17.6800;17.6800;17.6800;0.0000;0.0000;19;Export DZN B;0
317;zena;44;Z;110.7000;36.9000;36.9000;0.0000;73.8000;19;Export DZN B;0
318;muz;68;P;19.0800;19.0800;19.0800;0.0000;0.0000;19;Export DZN B;0
319;zena;51;P;109.2600;109.2600;109.2600;0.0000;0.0000;19;Export DZN B;0
320;zena;50;P;67.7100;67.7100;67.7100;0.0000;0.0000;19;Export DZN B;0
321;muz;60;P;77.6400;77.6400;77.6400;0.0000;0.0000;19;Export DZN B;0
322;muz;82;P;126.5600;126.5600;126.5600;0.0000;0.0000;19;Export DZN B;0
323;muz;47;Z;67.5000;22.5000;0.0000;22.5000;45.0000;19;Export DZN B;0
324;zena;56;P;77.7600;77.7600;77.7600;0.0000;0.0000;19;Export DZN B;0
325;zena;45;P;45.9000;45.9000;45.9000;0.0000;0.0000;19;Export DZN B;0
326;muz;65;P;63.9000;63.9000;63.9000;0.0000;0.0000;19;Export DZN B;0
327;muz;41;P;1125.5300;1125.5300;1125.5300;0.0000;0.0000;19;Export DZN B;0
328;muz;60;P;98.1000;98.1000;98.1000;0.0000;0.0000;19;Export DZN B;0
329;muz;75;P;50.8400;50.8400;50.8400;0.0000;0.0000;19;Export DZN B;0
330;muz;83;P;43.3200;43.3200;43.3200;0.0000;0.0000;19;Export DZN B;0
331;muz;73;P;44.0000;44.0000;44.0000;0.0000;0.0000;19;Export DZN B;0
332;muz;70;P;60.7500;60.7500;60.7500;0.0000;0.0000;19;Export DZN B;0
333;muz;66;P;28.8000;28.8000;28.8000;0.0000;0.0000;19;Export DZN B;0
334;zena;70;P;39.0200;39.0200;39.0200;0.0000;0.0000;19;Export DZN B;0
335;muz;74;P;106.5100;106.5100;106.5100;0.0000;0.0000;19;Export DZN B;0
336;zena;79;P;93.7300;93.7300;93.7300;0.0000;0.0000;19;Export DZN B;0
337;muz;74;P;294.2900;294.2900;294.2900;0.0000;0.0000;19;Export DZN B;0
338;muz;84;P;134.7000;134.7000;134.7000;0.0000;0.0000;19;Export DZN B;0
339;muz;73;Z;418.2400;0.0000;0.0000;0.0000;418.2400;19;Export DZN B;0
340;muz;95;P;26.9800;26.9800;26.9800;0.0000;0.0000;19;Export DZN B;0
341;zena;80;P;25.0800;25.0800;25.0800;0.0000;0.0000;19;Export DZN B;0
342;muz;91;P;83.4000;83.4000;83.4000;0.0000;0.0000;19;Export DZN B;0
343;muz;64;P;93.9200;93.9200;93.9200;0.0000;0.0000;19;Export DZN B;0
344;muz;70;P;227.6500;227.6500;227.6500;0.0000;0.0000;19;Export DZN B;0
345;muz;70;P;95.4400;95.4400;95.4400;0.0000;0.0000;19;Export DZN B;0
346;muz;73;P;8.8600;8.8600;8.8600;0.0000;0.0000;19;Export DZN B;0
347;muz;56;P;2532.6600;2532.6600;2532.6600;0.0000;0.0000;19;Export DZN B;0
348;muz;72;P;76.1300;76.1300;76.1300;0.0000;0.0000;19;Export DZN B;0
349;zena;82;P;201.0300;201.0300;201.0300;0.0000;0.0000;19;Export DZN B;0
350;muz;62;P;200.6800;200.6800;200.6800;0.0000;0.0000;19;Export DZN B;0
351;zena;67;P;28.1200;28.1200;28.1200;0.0000;0.0000;19;Export DZN B;0
352;muz;62;P;235.0600;235.0600;235.0600;0.0000;0.0000;19;Export DZN B;0
353;muz;85;P;71.2100;71.2100;71.2100;0.0000;0.0000;19;Export DZN B;0
354;zena;77;P;62.7500;62.7500;62.7500;0.0000;0.0000;19;Export DZN B;0
355;muz;48;Z;234.3500;156.2600;156.2600;0.0000;78.0900;19;Export DZN B;0
356;muz;83;P;30.6000;30.6000;30.6000;0.0000;0.0000;19;Export DZN B;0
357;muz;88;S;28.8000;0.0000;0.0000;0.0000;28.8000;19;Export DZN B;0
358;muz;64;P;101.7200;101.7200;101.7200;0.0000;0.0000;19;Export DZN B;0
359;muz;92;P;73.7800;73.7800;73.7800;0.0000;0.0000;19;Export DZN B;0
360;muz;74;P;35.6600;35.6600;35.6600;0.0000;0.0000;19;Export DZN B;0
361;muz;74;P;157.4900;157.4900;157.4900;0.0000;0.0000;19;Export DZN B;0
362;zena;89;P;24.0300;24.0300;24.0300;0.0000;0.0000;19;Export DZN B;0
363;muz;73;S;45.7400;0.0000;0.0000;0.0000;45.7400;19;Export DZN B;0
364;zena;61;P;37.0500;37.0500;37.0500;0.0000;0.0000;19;Export DZN B;0
365;zena;64;P;77.9000;77.9000;77.9000;0.0000;0.0000;19;Export DZN B;0
366;muz;86;P;23.8500;23.8500;23.8500;0.0000;0.0000;19;Export DZN B;0
367;muz;68;P;55.9900;55.9900;55.9900;0.0000;0.0000;19;Export DZN B;0
368;muz;76;P;21.6600;21.6600;21.6600;0.0000;0.0000;19;Export DZN B;0
369;muz;56;P;166.9500;166.9500;166.9500;0.0000;0.0000;19;Export DZN B;0
370;zena;82;P;20.1400;20.1400;20.1400;0.0000;0.0000;19;Export DZN B;0
371;zena;84;Z;63.1300;0.0000;0.0000;0.0000;63.1300;19;Export DZN B;0
372;zena;61;P;205.3400;205.3400;205.3400;0.0000;0.0000;19;Export DZN B;0
373;zena;75;P;190.9000;190.9000;190.9000;0.0000;0.0000;19;Export DZN B;0
374;muz;51;P;56.0500;56.0500;56.0500;0.0000;0.0000;19;Export DZN B;0
375;muz;92;P;12.5100;12.5100;12.5100;0.0000;0.0000;19;Export DZN B;0
376;muz;60;P;193.8000;193.8000;193.8000;0.0000;0.0000;19;Export DZN B;0
377;muz;57;P;47.3100;47.3100;47.3100;0.0000;0.0000;19;Export DZN B;0
378;muz;77;P;34.9600;34.9600;34.9600;0.0000;0.0000;19;Export DZN B;0
379;muz;51;P;82.1500;82.1500;82.1500;0.0000;0.0000;19;Export DZN B;0
380;zena;65;P;58.9000;58.9000;58.9000;0.0000;0.0000;19;Export DZN B;0
381;zena;59;P;97.8500;97.8500;65.2200;32.6300;0.0000;19;Export DZN B;0
382;zena;62;P;55.1000;55.1000;55.1000;0.0000;0.0000;19;Export DZN B;0
383;zena;75;P;21.2800;21.2800;21.2800;0.0000;0.0000;19;Export DZN B;0
384;muz;68;S;9.7200;0.0000;0.0000;0.0000;9.7200;19;Export DZN B;0
385;muz;49;P;197.5400;197.5400;197.5400;0.0000;0.0000;19;Export DZN B;0
386;zena;61;P;74.1000;74.1000;74.1000;0.0000;0.0000;19;Export DZN B;0
387;zena;58;P;51.3000;51.3000;51.3000;0.0000;0.0000;19;Export DZN B;0
388;zena;72;P;20.1800;20.1800;20.1800;0.0000;0.0000;19;Export DZN B;0
389;muz;43;P;361.5800;361.5800;361.5800;0.0000;0.0000;19;Export DZN B;0
390;zena;70;P;37.2400;37.2400;37.2400;0.0000;0.0000;19;Export DZN B;0
391;muz;67;P;26.2200;26.2200;26.2200;0.0000;0.0000;19;Export DZN B;0
392;zena;43;P;86.7500;86.7500;86.7500;0.0000;0.0000;19;Export DZN B;0
393;zena;44;P;148.8500;148.8500;148.8500;0.0000;0.0000;19;Export DZN B;0
394;zena;56;P;24.6400;24.6400;24.6400;0.0000;0.0000;19;Export DZN B;0
395;muz;58;P;71.4400;71.4400;71.4400;0.0000;0.0000;19;Export DZN B;0
396;zena;68;P;36.1100;36.1100;36.1100;0.0000;0.0000;19;Export DZN B;0
397;muz;70;Z;79.4200;0.0000;0.0000;0.0000;79.4200;19;Export DZN B;0
398;zena;87;P;31.2200;31.2200;31.2200;0.0000;0.0000;19;Export DZN B;0
399;muz;71;P;64.4100;64.4100;64.4100;0.0000;0.0000;19;Export DZN B;0
400;muz;52;P;214.2700;214.2700;214.2700;0.0000;0.0000;19;Export DZN B;0
401;zena;84;P;25.5600;25.5600;25.5600;0.0000;0.0000;19;Export DZN B;0
402;muz;63;P;37.0500;37.0500;37.0500;0.0000;0.0000;19;Export DZN B;0
403;zena;83;P;35.7200;35.7200;35.7200;0.0000;0.0000;19;Export DZN B;0
404;zena;76;P;52.7800;52.7800;52.7800;0.0000;0.0000;19;Export DZN B;0
405;zena;84;P;23.1800;23.1800;23.1800;0.0000;0.0000;19;Export DZN B;0
406;zena;76;Z;16.7200;16.7200;11.1400;5.5800;0.0000;19;Export DZN B;0
407;zena;71;P;19.3800;19.3800;19.3800;0.0000;0.0000;19;Export DZN B;0
408;muz;52;P;188.5900;188.5900;188.5900;0.0000;0.0000;19;Export DZN B;0
409;zena;62;P;73.7400;73.7400;73.7400;0.0000;0.0000;19;Export DZN B;0
410;muz;76;P;20.1400;20.1400;20.1400;0.0000;0.0000;19;Export DZN B;0
411;zena;57;P;43.2000;43.2000;43.2000;0.0000;0.0000;19;Export DZN B;0
412;zena;81;P;23.9400;23.9400;23.9400;0.0000;0.0000;19;Export DZN B;0
413;zena;57;Z;89.3000;29.8000;29.8000;0.0000;59.5000;19;Export DZN B;0
414;muz;75;P;44.0800;44.0800;44.0800;0.0000;0.0000;19;Export DZN B;0
415;zena;76;P;29.6400;29.6400;29.6400;0.0000;0.0000;19;Export DZN B;0
416;zena;65;P;35.1500;35.1500;35.1500;0.0000;0.0000;19;Export DZN B;0
417;zena;73;Z;95.1900;31.7300;31.7300;0.0000;63.4600;19;Export DZN B;0
418;zena;70;P;37.8900;37.8900;37.8900;0.0000;0.0000;19;Export DZN B;0
419;zena;60;P;45.6000;45.6000;45.6000;0.0000;0.0000;19;Export DZN B;0
420;zena;56;P;44.3600;44.3600;44.3600;0.0000;0.0000;19;Export DZN B;0
421;muz;82;Z;45.0000;0.0000;0.0000;0.0000;45.0000;19;Export DZN B;0
422;zena;81;P;24.1200;24.1200;24.1200;0.0000;0.0000;19;Export DZN B;0
423;muz;79;P;94.7100;94.7100;94.7100;0.0000;0.0000;19;Export DZN B;0
424;muz;79;P;70.5600;70.5600;70.5600;0.0000;0.0000;19;Export DZN B;0
425;muz;58;Z;66.5000;44.3400;44.3400;0.0000;22.1600;19;Export DZN B;0
426;muz;73;P;54.0000;54.0000;54.0000;0.0000;0.0000;19;Export DZN B;0
427;zena;72;P;28.4400;28.4400;28.4400;0.0000;0.0000;19;Export DZN B;0
428;muz;71;P;27.3600;27.3600;27.3600;0.0000;0.0000;19;Export DZN B;0
429;zena;71;P;86.2200;86.2200;86.2200;0.0000;0.0000;19;Export DZN B;0
430;muz;70;P;110.6500;110.6500;110.6500;0.0000;0.0000;19;Export DZN B;0
431;zena;70;P;68.0300;68.0300;68.0300;0.0000;0.0000;19;Export DZN B;0
432;muz;69;P;24.1200;24.1200;24.1200;0.0000;0.0000;19;Export DZN B;0
433;zena;69;P;204.7800;204.7800;204.7800;0.0000;0.0000;19;Export DZN B;0
434;muz;68;Z;27.0000;9.0000;9.0000;0.0000;18.0000;19;Export DZN B;0
435;zena;68;P;340.2700;340.2700;340.2700;0.0000;0.0000;19;Export DZN B;0
436;muz;67;P;19.4400;19.4400;19.4400;0.0000;0.0000;19;Export DZN B;0
437;zena;67;P;11.8800;11.8800;11.8800;0.0000;0.0000;19;Export DZN B;0
438;muz;66;P;119.0600;119.0600;119.0600;0.0000;0.0000;19;Export DZN B;0
439;muz;66;P;24.1200;24.1200;24.1200;0.0000;0.0000;19;Export DZN B;0
440;muz;66;P;42.3000;42.3000;42.3000;0.0000;0.0000;19;Export DZN B;0
441;zena;68;P;274.0600;274.0600;274.0600;0.0000;0.0000;19;Export DZN B;0
442;zena;78;P;55.8000;55.8000;55.8000;0.0000;0.0000;19;Export DZN B;0
443;zena;75;P;36.1200;36.1200;36.1200;0.0000;0.0000;19;Export DZN B;0
444;zena;76;P;13.6800;13.6800;13.6800;0.0000;0.0000;19;Export DZN B;0
445;muz;72;P;26.6400;26.6400;26.6400;0.0000;0.0000;19;Export DZN B;0
446;zena;72;P;25.5600;25.5600;25.5600;0.0000;0.0000;19;Export DZN B;0
447;muz;48;P;30.6000;30.6000;30.6000;0.0000;0.0000;19;Export DZN B;0
448;zena;64;P;32.4000;32.4000;32.4000;0.0000;0.0000;19;Export DZN B;0
449;muz;47;P;118.4700;118.4700;118.4700;0.0000;0.0000;19;Export DZN B;0
450;zena;61;P;34.2000;34.2000;34.2000;0.0000;0.0000;19;Export DZN B;0
451;muz;66;P;26.2800;26.2800;26.2800;0.0000;0.0000;19;Export DZN B;0
452;zena;48;P;66.6000;66.6000;66.6000;0.0000;0.0000;19;Export DZN B;0
453;zena;49;P;106.1400;106.1400;106.1400;0.0000;0.0000;19;Export DZN B;0
454;muz;90;P;55.2400;55.2400;55.2400;0.0000;0.0000;19;Export DZN B;0
455;zena;85;P;136.5300;136.5300;136.5300;0.0000;0.0000;19;Export DZN B;0
456;muz;59;P;191.7900;191.7900;191.7900;0.0000;0.0000;19;Export DZN B;0
457;zena;85;P;30.7800;30.7800;30.7800;0.0000;0.0000;19;Export DZN B;0
458;muz;81;Z;42.0600;0.0000;0.0000;0.0000;42.0600;19;Export DZN B;0
459;muz;61;P;145.0500;145.0500;145.0500;0.0000;0.0000;19;Export DZN B;0
460;muz;42;P;178.7000;178.7000;178.7000;0.0000;0.0000;19;Export DZN B;0
461;zena;82;P;17.6400;17.6400;17.6400;0.0000;0.0000;19;Export DZN B;0
462;zena;72;P;92.4400;92.4400;92.4400;0.0000;0.0000;19;Export DZN B;0
463;muz;66;P;27.7400;27.7400;27.7400;0.0000;0.0000;19;Export DZN B;0
464;muz;79;P;46.5500;46.5500;46.5500;0.0000;0.0000;19;Export DZN B;0
465;muz;57;P;605.9000;605.9000;605.9000;0.0000;0.0000;19;Export DZN B;0
466;muz;47;P;182.3900;182.3900;182.3900;0.0000;0.0000;19;Export DZN B;0
467;zena;49;P;257.8600;257.8600;257.8600;0.0000;0.0000;19;Export DZN B;0
468;muz;63;P;25.6100;25.6100;25.6100;0.0000;0.0000;19;Export DZN B;0
469;zena;70;P;43.2800;43.2800;43.2800;0.0000;0.0000;19;Export DZN B;0
470;zena;60;P;10.2600;10.2600;10.2600;0.0000;0.0000;19;Export DZN B;0
471;zena;63;P;46.5500;46.5500;46.5500;0.0000;0.0000;19;Export DZN B;0
472;muz;67;P;29.6400;29.6400;29.6400;0.0000;0.0000;19;Export DZN B;0
473;zena;86;Z;25.6800;0.0000;0.0000;0.0000;25.6800;19;Export DZN B;0
474;zena;61;Z;35.1400;35.1400;23.4200;11.7200;0.0000;19;Export DZN B;0
475;zena;85;P;26.7400;26.7400;26.7400;0.0000;0.0000;19;Export DZN B;0
476;muz;49;P;75.0500;75.0500;75.0500;0.0000;0.0000;19;Export DZN B;0
477;muz;48;P;65.5500;65.5500;65.5500;0.0000;0.0000;19;Export DZN B;0
478;zena;47;P;135.7200;135.7200;135.7200;0.0000;0.0000;19;Export DZN B;0
479;muz;71;Z;66.6300;22.2100;22.2100;0.0000;44.4200;19;Export DZN B;0
480;muz;50;P;18.0500;18.0500;18.0500;0.0000;0.0000;19;Export DZN B;0
481;zena;45;Z;34.2000;0.0000;0.0000;0.0000;34.2000;19;Export DZN B;0
482;zena;49;P;58.5000;58.5000;58.5000;0.0000;0.0000;19;Export DZN B;0
483;muz;51;P;57.6000;57.6000;57.6000;0.0000;0.0000;19;Export DZN B;0
484;zena;57;Z;209.5500;69.8500;69.8500;0.0000;139.7000;19;Export DZN B;0
485;zena;65;P;51.3000;51.3000;51.3000;0.0000;0.0000;19;Export DZN B;0
486;zena;50;P;627.0100;627.0100;627.0100;0.0000;0.0000;19;Export DZN B;0
487;zena;66;P;78.9900;78.9900;78.9900;0.0000;0.0000;19;Export DZN B;0
488;muz;53;P;66.5000;66.5000;66.5000;0.0000;0.0000;19;Export DZN B;0
489;zena;42;Z;68.0000;0.0000;0.0000;0.0000;68.0000;19;Export DZN B;0
490;muz;53;P;67.4500;67.4500;67.4500;0.0000;0.0000;19;Export DZN B;0
491;zena;49;P;229.0500;229.0500;229.0500;0.0000;0.0000;19;Export DZN B;0
492;muz;70;P;22.8000;22.8000;22.8000;0.0000;0.0000;19;Export DZN B;0
493;zena;61;Z;40.8500;27.2400;27.2400;0.0000;13.6100;19;Export DZN B;0
494;zena;70;P;14.0400;14.0400;14.0400;0.0000;0.0000;19;Export DZN B;0
495;muz;71;P;34.2000;34.2000;34.2000;0.0000;0.0000;19;Export DZN B;0
496;muz;57;P;246.5500;246.5500;246.5500;0.0000;0.0000;19;Export DZN B;0
497;muz;59;Z;231.0500;77.0300;77.0300;0.0000;154.0200;19;Export DZN B;0
498;zena;72;P;221.8500;221.8500;221.8500;0.0000;0.0000;19;Export DZN B;0
499;muz;59;P;108.9000;108.9000;108.9000;0.0000;0.0000;19;Export DZN B;0
500;muz;43;P;322.5800;322.5800;322.5800;0.0000;0.0000;19;Export DZN B;0
501;zena;53;P;336.6800;336.6800;336.6800;0.0000;0.0000;19;Export DZN B;0
502;zena;76;P;130.3400;130.3400;130.3400;0.0000;0.0000;19;Export DZN B;0
503;zena;54;P;144.7100;144.7100;144.7100;0.0000;0.0000;19;Export DZN B;0
504;zena;42;P;90.3200;90.3200;90.3200;0.0000;0.0000;19;Export DZN B;0
505;muz;83;P;31.6400;31.6400;31.6400;0.0000;0.0000;19;Export DZN B;0
506;zena;52;Z;219.0400;146.0300;146.0300;0.0000;73.0100;19;Export DZN B;0
507;muz;61;P;435.4100;435.4100;435.4100;0.0000;0.0000;19;Export DZN B;0
508;muz;73;P;74.4700;74.4700;74.4700;0.0000;0.0000;19;Export DZN B;0
509;muz;64;P;61.3300;61.3300;61.3300;0.0000;0.0000;19;Export DZN B;0
510;zena;63;P;23.9400;23.9400;23.9400;0.0000;0.0000;19;Export DZN B;0
511;zena;60;P;181.6100;181.6100;181.6100;0.0000;0.0000;19;Export DZN B;0
512;muz;63;P;81.4400;81.4400;81.4400;0.0000;0.0000;19;Export DZN B;0
513;zena;38;P;33.2500;33.2500;33.2500;0.0000;0.0000;19;Export DZN B;0
514;muz;43;P;82.9500;82.9500;82.9500;0.0000;0.0000;19;Export DZN B;0
515;muz;58;P;76.9500;76.9500;76.9500;0.0000;0.0000;19;Export DZN B;0
516;muz;62;P;60.6500;60.6500;60.6500;0.0000;0.0000;19;Export DZN B;0
517;zena;91;P;27.2000;27.2000;27.2000;0.0000;0.0000;19;Export DZN B;0
518;zena;51;P;34.3400;34.3400;34.3400;0.0000;0.0000;19;Export DZN B;0
519;zena;64;P;59.7900;59.7900;59.7900;0.0000;0.0000;19;Export DZN B;0
520;muz;66;P;19.0800;19.0800;19.0800;0.0000;0.0000;19;Export DZN B;0
521;muz;47;P;119.7000;119.7000;119.7000;0.0000;0.0000;19;Export DZN B;0
522;muz;51;P;116.9600;116.9600;116.9600;0.0000;0.0000;19;Export DZN B;0
523;muz;46;P;48.3900;48.3900;48.3900;0.0000;0.0000;19;Export DZN B;0
524;zena;52;P;133.7400;133.7400;133.7400;0.0000;0.0000;19;Export DZN B;0
525;zena;66;P;18.7600;18.7600;18.7600;0.0000;0.0000;19;Export DZN B;0
526;muz;52;P;171.7900;171.7900;171.7900;0.0000;0.0000;19;Export DZN B;0
527;zena;66;P;18.6200;18.6200;12.4000;6.2200;0.0000;19;Export DZN B;0
528;zena;68;Z;68.4000;0.0000;0.0000;0.0000;68.4000;19;Export DZN B;0
529;muz;49;P;44.6500;44.6500;44.6500;0.0000;0.0000;19;Export DZN B;0
530;muz;76;P;9.8800;9.8800;9.8800;0.0000;0.0000;19;Export DZN B;0
531;muz;50;Z;300.5600;0.0000;0.0000;0.0000;300.5600;19;Export DZN B;0
532;zena;49;P;89.3900;89.3900;89.3900;0.0000;0.0000;19;Export DZN B;0
533;muz;47;Z;162.9600;0.0000;0.0000;0.0000;162.9600;19;Export DZN B;0
534;zena;41;P;163.2400;163.2400;163.2400;0.0000;0.0000;19;Export DZN B;0
535;zena;43;P;31.3500;31.3500;31.3500;0.0000;0.0000;19;Export DZN B;0
536;zena;74;P;54.5200;54.5200;54.5200;0.0000;0.0000;19;Export DZN B;0
537;zena;44;P;27.4400;27.4400;27.4400;0.0000;0.0000;19;Export DZN B;0
538;zena;38;P;106.6800;106.6800;106.6800;0.0000;0.0000;19;Export DZN B;0
539;muz;68;P;82.7000;82.7000;82.7000;0.0000;0.0000;19;Export DZN B;0
540;zena;52;P;79.7400;79.7400;79.7400;0.0000;0.0000;19;Export DZN B;0
541;zena;51;P;124.1400;124.1400;124.1400;0.0000;0.0000;19;Export DZN B;0
542;muz;45;P;51.1700;51.1700;51.1700;0.0000;0.0000;19;Export DZN B;0
543;muz;58;P;596.2700;596.2700;596.2700;0.0000;0.0000;19;Export DZN B;0
544;zena;47;P;82.6500;82.6500;82.6500;0.0000;0.0000;19;Export DZN B;0
545;zena;69;P;33.4400;33.4400;33.4400;0.0000;0.0000;19;Export DZN B;0
546;zena;51;P;44.6500;44.6500;44.6500;0.0000;0.0000;19;Export DZN B;0
547;zena;74;P;26.9800;26.9800;26.9800;0.0000;0.0000;19;Export DZN B;0
548;zena;74;Z;65.9000;65.9000;43.9200;21.9800;0.0000;19;Export DZN B;0
549;muz;71;Z;18.2400;18.2400;12.1600;6.0800;0.0000;19;Export DZN B;0
550;muz;52;P;67.0000;67.0000;67.0000;0.0000;0.0000;19;Export DZN B;0
551;zena;74;Z;76.8700;25.6300;25.6300;0.0000;51.2400;19;Export DZN B;0
552;zena;47;Z;187.9000;0.0200;0.0200;0.0000;187.8800;19;Export DZN B;0
553;zena;61;P;36.7100;36.7100;36.7100;0.0000;0.0000;19;Export DZN B;0
554;muz;59;P;19.9200;19.9200;19.9200;0.0000;0.0000;19;Export DZN B;0
555;zena;69;P;30.7800;30.7800;30.7800;0.0000;0.0000;19;Export DZN B;0
556;zena;46;P;107.3500;107.3500;107.3500;0.0000;0.0000;19;Export DZN B;0
557;muz;78;P;262.2800;0.0000;0.0000;0.0000;262.2800;19;Export DZN B;0
558;muz;52;Z;104.4000;69.6000;69.6000;0.0000;34.8000;19;Export DZN B;0
559;zena;50;P;109.1900;109.1900;109.1900;0.0000;0.0000;19;Export DZN B;0
560;zena;61;P;111.9900;111.9900;111.9900;0.0000;0.0000;19;Export DZN B;0
561;muz;62;P;46.6900;46.6900;46.6900;0.0000;0.0000;19;Export DZN B;0
562;zena;45;Z;103.8000;34.6000;34.6000;0.0000;69.2000;19;Export DZN B;0
563;zena;51;Z;76.0000;25.3400;25.3400;0.0000;50.6600;19;Export DZN B;0
564;muz;95;P;28.8000;28.8000;28.8000;0.0000;0.0000;19;Export DZN B;0
565;muz;66;P;27.5500;27.5500;27.5500;0.0000;0.0000;19;Export DZN B;0
566;muz;69;P;31.9900;31.9900;31.9900;0.0000;0.0000;19;Export DZN B;0
567;zena;68;Z;18.0800;18.0000;18.0000;0.0000;0.0800;19;Export DZN B;0
568;zena;49;P;160.4100;160.4100;160.4100;0.0000;0.0000;19;Export DZN B;0
569;zena;75;P;27.4200;27.4200;27.4200;0.0000;0.0000;19;Export DZN B;0
570;zena;54;Z;57.9500;38.6600;38.6600;0.0000;19.2900;19;Export DZN B;0
571;zena;58;P;166.2400;166.2400;166.2400;0.0000;0.0000;19;Export DZN B;0
572;zena;47;P;59.8500;59.8500;59.8500;0.0000;0.0000;19;Export DZN B;0
573;zena;70;P;72.2000;72.2000;72.2000;0.0000;0.0000;19;Export DZN B;0
574;zena;43;P;285.7000;285.7000;285.7000;0.0000;0.0000;19;Export DZN B;0
575;zena;60;P;85.7600;85.7600;85.7600;0.0000;0.0000;19;Export DZN B;0
576;zena;59;P;48.6700;48.6700;48.6700;0.0000;0.0000;19;Export DZN B;0
577;muz;72;Z;28.3900;0.0000;0.0000;0.0000;28.3900;19;Export DZN B;0
578;muz;67;P;70.9200;70.9200;70.9200;0.0000;0.0000;19;Export DZN B;0
579;muz;67;P;60.4400;60.4400;60.4400;0.0000;0.0000;19;Export DZN B;0
580;muz;39;P;119.5900;119.5900;119.5900;0.0000;0.0000;19;Export DZN B;0
581;muz;76;P;145.2700;145.2700;145.2700;0.0000;0.0000;19;Export DZN B;0
582;zena;66;P;21.9600;21.9600;21.9600;0.0000;0.0000;19;Export DZN B;0
583;muz;63;P;96.2400;96.2400;96.2400;0.0000;0.0000;19;Export DZN B;0
584;muz;86;P;21.9600;21.9600;21.9600;0.0000;0.0000;19;Export DZN B;0
585;muz;85;P;53.1400;53.1400;53.1400;0.0000;0.0000;19;Export DZN B;0
586;muz;83;P;67.6800;67.6800;67.6800;0.0000;0.0000;19;Export DZN B;0
587;muz;82;P;47.1000;47.1000;47.1000;0.0000;0.0000;19;Export DZN B;0
588;zena;70;P;28.4400;28.4400;28.4400;0.0000;0.0000;19;Export DZN B;0
589;muz;71;P;79.9200;79.9200;79.9200;0.0000;0.0000;19;Export DZN B;0
590;muz;64;P;54.0000;54.0000;54.0000;0.0000;0.0000;19;Export DZN B;0
591;zena;74;P;71.1000;71.1000;71.1000;0.0000;0.0000;19;Export DZN B;0
592;muz;58;P;85.0100;85.0100;85.0100;0.0000;0.0000;19;Export DZN B;0
593;zena;71;P;25.2000;25.2000;25.2000;0.0000;0.0000;19;Export DZN B;0
594;zena;85;P;28.8000;28.8000;28.8000;0.0000;0.0000;19;Export DZN B;0
595;muz;76;P;23.4000;23.4000;23.4000;0.0000;0.0000;19;Export DZN B;0
596;muz;71;P;29.8800;29.8800;29.8800;0.0000;0.0000;19;Export DZN B;0
597;muz;65;P;56.7000;56.7000;56.7000;0.0000;0.0000;19;Export DZN B;0
598;zena;65;P;28.8000;28.8000;28.8000;0.0000;0.0000;19;Export DZN B;0
599;zena;62;P;175.8700;175.8700;175.8700;0.0000;0.0000;19;Export DZN B;0
600;muz;53;P;65.5500;65.5500;65.5500;0.0000;0.0000;19;Export DZN B;0
601;zena;60;P;43.2000;43.2000;43.2000;0.0000;0.0000;19;Export DZN B;0
602;zena;73;P;47.2100;47.2100;47.2100;0.0000;0.0000;19;Export DZN B;0
603;zena;81;P;25.2000;25.2000;25.2000;0.0000;0.0000;19;Export DZN B;0
604;muz;78;P;23.7600;23.7600;23.7600;0.0000;0.0000;19;Export DZN B;0
605;zena;67;P;32.7600;32.7600;32.7600;0.0000;0.0000;19;Export DZN B;0
